gene_id,ensembl_gene_id,hgnc_symbol,chromosome_name,start_position,end_position
5389,ENSG00000125492,BARHL1,9,135457572,135465653
5390,ENSG00000125498,KIR2DL1,19,55281263,55295774
5391,ENSG00000125503,PPP1R12C,19,55602281,55628927
5392,ENSG00000125505,MBOAT7,19,54677107,54693733
5393,ENSG00000125508,SRMS,20,62172163,62178857
5394,ENSG00000125510,OPRL1,20,62711526,62731996
5395,ENSG00000125514,LINC00029,20,61665569,61668380
5396,ENSG00000125520,SLC2A4RG,20,62371214,62374858
5397,ENSG00000125522,NPBWR2,20,62737173,62738524
5398,ENSG00000125531,C20orf195,20,62184373,62188061
5399,ENSG00000125533,BHLHE23,20,61637331,61638387
5400,ENSG00000125534,PPDPF,20,62152077,62153559
5401,ENSG00000125538,IL1B,2,113587328,113594480
5402,ENSG00000125551,PLGLB2,2,88047606,88058312
5403,ENSG00000125571,IL37,2,113670548,113676459
5404,ENSG00000125611,CHCHD5,2,113341817,113346852
5405,ENSG00000125618,PAX8,2,113973574,114036527
5406,ENSG00000125629,INSIG2,2,118846028,118868573
5407,ENSG00000125630,POLR1B,2,113299492,113334635
5408,ENSG00000125631,HTR5BP,2,118617003,118692518
5409,ENSG00000125633,CCDC93,2,118673054,118771709
5410,ENSG00000125637,PSD4,2,113914902,113966973
5411,ENSG00000125648,SLC25A23,19,6436090,6465214
5412,ENSG00000125650,PSPN,19,6375159,6379069
5413,ENSG00000125651,GTF2F1,19,6379580,6393992
5414,ENSG00000125652,ALKBH7,19,6372444,6375042
5415,ENSG00000125656,CLPP,19,6361463,6368919
5416,ENSG00000125657,TNFSF9,19,6531010,6535931
5417,ENSG00000125686,MED1,17,37560538,37607539
5418,ENSG00000125691,RPL23,17,37004118,37010096
5419,ENSG00000125703,ATG4C,1,63249806,63331184
5420,ENSG00000125726,CD70,19,6583194,6604114
5421,ENSG00000125730,C3,19,6677715,6730573
5422,ENSG00000125731,SH2D3A,19,6752171,6767599
5423,ENSG00000125733,TRIP10,19,6737936,6751537
5424,ENSG00000125734,GPR108,19,6729925,6737614
5425,ENSG00000125735,TNFSF14,19,6663148,6670599
5426,ENSG00000125740,FOSB,19,45971253,45978437
5427,ENSG00000125741,OPA3,19,46030685,46105470
5428,ENSG00000125743,SNRPD2,19,46190712,46195827
5429,ENSG00000125744,RTN2,19,45988547,46000319
5430,ENSG00000125746,EML2,19,46110252,46148887
5431,ENSG00000125753,VASP,19,46009837,46030241
5432,ENSG00000125755,SYMPK,19,46318668,46366548
5433,ENSG00000125772,GPCPD1,20,5525085,5591672
5434,ENSG00000125775,SDCBP2,20,1290619,1309883
5435,ENSG00000125779,PANK2,20,3869486,3907605
5436,ENSG00000125780,TGM3,20,2276647,2321724
5437,ENSG00000125787,GNRH2,20,3024268,3026393
5438,ENSG00000125798,FOXA2,20,22561643,22566093
5439,ENSG00000125804,FAM182A,20,26035291,26073683
5440,ENSG00000125810,CD93,20,23059986,23066977
5441,ENSG00000125812,GZF1,20,23342787,23353700
5442,ENSG00000125813,PAX1,20,21686297,21696620
5443,ENSG00000125814,NAPB,20,23355159,23402125
5444,ENSG00000125816,NKX2-4,20,21376005,21378666
5445,ENSG00000125817,CENPB,20,3764498,3767337
5446,ENSG00000125818,PSMF1,20,1093906,1160596
5447,ENSG00000125820,NKX2-2,20,21491648,21494664
5448,ENSG00000125821,DTD1,20,18568537,18744561
5449,ENSG00000125823,CSTL1,20,23420322,23425567
5450,ENSG00000125826,RBCK1,20,388142,411610
5451,ENSG00000125827,TMX4,20,7957995,8000476
5452,ENSG00000125831,CST11,20,23431040,23433494
5453,ENSG00000125834,STK35,20,2082257,2157684
5454,ENSG00000125835,SNRPB,20,2442280,2451499
5455,ENSG00000125841,NRSN2,20,327426,340304
5456,ENSG00000125843,AP5S1,20,3801178,3805949
5457,ENSG00000125844,RRBP1,20,17594323,17662940
5458,ENSG00000125845,BMP2,20,6748311,6760927
5459,ENSG00000125846,ZNF133,20,18269121,18297640
5460,ENSG00000125848,FLRT3,20,14303634,14318262
5461,ENSG00000125850,OVOL2,20,17937623,18039832
5462,ENSG00000125851,PCSK2,20,17206752,17465223
5463,ENSG00000125861,GFRA4,20,3639939,3644046
5464,ENSG00000125863,MKKS,20,10381657,10414870
5465,ENSG00000125864,BFSP1,20,17474550,17549865
5466,ENSG00000125868,DSTN,20,17550508,17590564
5467,ENSG00000125869,LAMP5,20,9495005,9511171
5468,ENSG00000125870,SNRPB2,20,16710606,16722421
5469,ENSG00000125871,MGME1,20,17949556,17971765
5470,ENSG00000125872,LRRN4,20,6021424,6034695
5471,ENSG00000125875,TBC1D20,20,416124,443197
5472,ENSG00000125877,ITPA,20,3189514,3204516
5473,ENSG00000125878,TCF15,20,584441,591042
5474,ENSG00000125885,MCM8,20,5931298,5975852
5475,ENSG00000125888,BANF2,20,17674317,17716516
5476,ENSG00000125895,TMEM74B,20,1161205,1166059
5477,ENSG00000125898,FAM110A,20,814358,838106
5478,ENSG00000125900,SIRPD,20,1514897,1539489
5479,ENSG00000125901,MRPS26,20,3026591,3028900
5480,ENSG00000125910,S1PR4,19,3172344,3180329
5481,ENSG00000125912,NCLN,19,3185561,3209573
5482,ENSG00000125944,HNRNPR,1,23630264,23670829
5483,ENSG00000125945,ZNF436,1,23685941,23695935
5484,ENSG00000125952,MAX,14,65472892,65569413
5485,ENSG00000125965,GDF5,20,34021145,34042568
5486,ENSG00000125966,MMP24,20,33814457,33864801
5487,ENSG00000125967,NECAB3,20,32244893,32262269
5488,ENSG00000125968,ID1,20,30193086,30194318
5489,ENSG00000125970,RALY,20,32581452,32696114
5490,ENSG00000125971,DYNLRB1,20,33104214,33128762
5491,ENSG00000125975,C20orf173,20,34111014,34117481
5492,ENSG00000125977,EIF2S2,20,32676104,32700138
5493,ENSG00000125991,ERGIC3,20,34129770,34145405
5494,ENSG00000125995,ROMO1,20,34287194,34288906
5495,ENSG00000125997,BPIFB9P,20,31935526,31942250
5496,ENSG00000125998,FAM83C,20,33873534,33880204
5497,ENSG00000125999,BPIFB1,20,31861286,31897684
5498,ENSG00000126001,CEP250,20,34042985,34099804
5499,ENSG00000126003,PLAGL2,20,30780306,30795594
5500,ENSG00000126005,MMP24-AS1,20,33804265,33865934
5501,ENSG00000126062,TMEM115,3,50392180,50397041
5502,ENSG00000126067,PSMB2,1,36067185,36107445
5503,ENSG00000126070,AGO3,1,36396319,36538101
5504,ENSG00000126088,UROD,1,45477819,45481247
5505,ENSG00000126091,ST3GAL3,1,44171495,44396831
5506,ENSG00000126106,TMEM53,1,45100910,45140227
5507,ENSG00000126107,HECTD3,1,45468212,45477001
5508,ENSG00000126214,KLC1,14,104028233,104167888
5509,ENSG00000126215,XRCC3,14,104163946,104181841
5510,ENSG00000126216,TUBGCP3,13,113139325,113242481
5511,ENSG00000126217,MCF2L,13,113548692,113754053
5512,ENSG00000126218,F10,13,113777128,113803843
5513,ENSG00000126226,PCID2,13,113831891,113863029
5514,ENSG00000126231,PROZ,13,113812968,113826694
5515,ENSG00000126233,SLURP1,8,143822362,143823829
5516,ENSG00000126243,LRFN3,19,36426260,36436669
5517,ENSG00000126246,IGFLR1,19,36230058,36233354
5518,ENSG00000126247,CAPNS1,19,36630477,36641255
5519,ENSG00000126249,PDCD2L,19,34895289,34917073
5520,ENSG00000126251,GPR42,19,35861831,35863855
5521,ENSG00000126254,RBM42,19,36119932,36128588
5522,ENSG00000126259,KIRREL2,19,36346763,36358011
5523,ENSG00000126261,UBA2,19,34919257,34960853
5524,ENSG00000126262,FFAR2,19,35934809,35942669
5525,ENSG00000126264,HCST,19,36393382,36395279
5526,ENSG00000126266,FFAR1,19,35842445,35843367
5527,ENSG00000126267,COX6B1,19,36139125,36149763
5528,ENSG00000126337,KRT36,17,39642388,39648798
5529,ENSG00000126351,THRA,17,38214543,38250120
5530,ENSG00000126353,CCR7,17,38710021,38721724
5531,ENSG00000126368,NR1D1,17,38249040,38256978
5532,ENSG00000126391,FRMD8,11,65154070,65180996
5533,ENSG00000126432,PRDX5,11,64085560,64089283
5534,ENSG00000126453,BCL2L12,19,50168823,50177173
5535,ENSG00000126456,IRF3,19,50162826,50169132
5536,ENSG00000126457,PRMT1,19,50179043,50192286
5537,ENSG00000126458,RRAS,19,50138549,50143458
5538,ENSG00000126460,PRRG2,19,50083903,50094272
5539,ENSG00000126461,SCAF1,19,50145382,50161899
5540,ENSG00000126464,PRR12,19,50094900,50129696
5541,ENSG00000126467,TSKS,19,50243010,50266587
5542,ENSG00000126500,FLRT1,11,63870660,63886645
5543,ENSG00000126522,ASL,7,65540785,65558545
5544,ENSG00000126524,SBDS,7,66452664,66460588
5545,ENSG00000126542,PTPN20CP,10,49272334,49327498
5546,ENSG00000126545,CSN1S1,4,70796799,70812289
5547,ENSG00000126549,STATH,4,70861647,70868287
5548,ENSG00000126550,HTN1,4,70916119,70924562
5549,ENSG00000126561,STAT5A,17,40439565,40463961
5550,ENSG00000126562,WNK4,17,40932696,40948954
5551,ENSG00000126581,BECN1,17,40962152,40985367
5552,ENSG00000126583,PRKCG,19,54382444,54410906
5553,ENSG00000126602,TRAP1,16,3701640,3767598
5554,ENSG00000126603,GLIS2,16,4364762,4389598
5555,ENSG00000126653,NSRP1,17,28442539,28513493
5556,ENSG00000126698,DNAJC8,1,28525967,28559536
5557,ENSG00000126705,AHDC1,1,27860546,27930942
5558,ENSG00000126709,IFI6,1,27992572,27998729
5559,ENSG00000126746,ZNF384,12,6775643,6798738
5560,ENSG00000126749,EMG1,12,7072408,7105520
5561,ENSG00000126773,PCNXL4,14,60558629,60635851
5562,ENSG00000126775,ATG14,14,55833110,55878576
5563,ENSG00000126777,KTN1,14,56025790,56168244
5564,ENSG00000126778,SIX1,14,61110133,61124977
5565,ENSG00000126785,RHOJ,14,63670832,63759937
5566,ENSG00000126787,DLGAP5,14,55614830,55658396
5567,ENSG00000126790,L3HYPDH,14,59927081,59951148
5568,ENSG00000126803,HSPA2,14,65002623,65009955
5569,ENSG00000126804,ZBTB1,14,64970430,65000408
5570,ENSG00000126814,TRMT5,14,61438169,61448076
5571,ENSG00000126821,SGPP1,14,64150932,64194757
5572,ENSG00000126822,PLEKHG3,14,65170820,65213610
5573,ENSG00000126838,PZP,12,9301436,9360966
5574,ENSG00000126858,RHOT1,17,30469473,30580393
5575,ENSG00000126860,EVI2A,17,29644578,29648902
5576,ENSG00000126861,OMG,17,29599031,29624557
5577,ENSG00000126870,WDR60,7,158649269,158749438
5578,ENSG00000126878,AIF1L,9,133971863,133998539
5579,ENSG00000126882,FAM78A,9,134133463,134151934
5580,ENSG00000126883,NUP214,9,134000948,134110057
5581,ENSG00000126934,MAP2K2,19,4090319,4124126
5582,ENSG00000127022,CANX,5,179105629,179157926
5583,ENSG00000127054,CPSF3L,1,1246965,1260071
5584,ENSG00000127074,RGS13,1,192605275,192629390
5585,ENSG00000127080,IPPK,9,95375466,95432547
5586,ENSG00000127081,ZNF484,9,95607874,95640304
5587,ENSG00000127083,OMD,9,95176527,95186743
5588,ENSG00000127084,FGD3,9,95709733,95798518
5589,ENSG00000127124,HIVEP3,1,41972036,42501596
5590,ENSG00000127125,PPCS,1,42921788,42939056
5591,ENSG00000127129,EDN2,1,41944446,41950344
5592,ENSG00000127152,BCL11B,14,99635624,99737861
5593,ENSG00000127184,COX7C,5,85913721,85916779
5594,ENSG00000127191,TRAF2,9,139776364,139821059
5595,ENSG00000127220,ABHD8,19,17402940,17421045
5596,ENSG00000127241,MASP1,3,186935942,187009810
5597,ENSG00000127249,ATP13A4,3,193119866,193310900
5598,ENSG00000127252,HRASLS,3,192958914,192995527
5599,ENSG00000127311,HELB,12,66696325,66737423
5600,ENSG00000127314,RAP1B,12,69004619,69054372
5601,ENSG00000127318,IL22,12,68642022,68647387
5602,ENSG00000127324,TSPAN8,12,71518865,71835678
5603,ENSG00000127325,BEST3,12,70037140,70093256
5604,ENSG00000127328,RAB3IP,12,70132461,70216984
5605,ENSG00000127329,PTPRB,12,70910630,71031220
5606,ENSG00000127334,DYRK2,12,68042118,68059186
5607,ENSG00000127337,YEATS4,12,69753483,69784576
5608,ENSG00000127362,TAS2R3,7,141463897,141464997
5609,ENSG00000127364,TAS2R4,7,141478242,141479235
5610,ENSG00000127366,TAS2R5,7,141490017,141491166
5611,ENSG00000127377,CRYGN,7,151125921,151137899
5612,ENSG00000127399,LRRC61,7,150019728,150035239
5613,ENSG00000127412,TRPV5,7,142605267,142630905
5614,ENSG00000127415,IDUA,4,980785,998316
5615,ENSG00000127418,FGFRL1,4,1003724,1020685
5616,ENSG00000127419,TMEM175,4,926175,952444
5617,ENSG00000127423,AUNIP,1,26158414,26185903
5618,ENSG00000127445,PIN1,19,9945933,9960358
5619,ENSG00000127452,FBXL12,19,9920943,9938492
5620,ENSG00000127463,EMC1,1,19542158,19578046
5621,ENSG00000127472,PLA2G5,1,20354672,20417683
5622,ENSG00000127481,UBR4,1,19401000,19536770
5623,ENSG00000127483,HP1BP3,1,21069154,21113816
5624,ENSG00000127507,EMR2,19,14843205,14889353
5625,ENSG00000127511,SIN3B,19,16940211,16991164
5626,ENSG00000127526,SLC35E1,19,16660642,16683193
5627,ENSG00000127527,EPS15L1,19,16466050,16582896
5628,ENSG00000127528,KLF2,19,16435628,16438685
5629,ENSG00000127530,OR7C1,19,14909958,14911023
5630,ENSG00000127533,F2RL3,19,16999671,17003417
5631,ENSG00000127540,UQCR11,19,1597171,1605480
5632,ENSG00000127554,GFER,16,2034208,2037750
5633,ENSG00000127561,SYNGR3,16,2039661,2044276
5634,ENSG00000127564,PKMYT1,16,3018025,3030540
5635,ENSG00000127578,WFIKKN1,16,679239,684116
5636,ENSG00000127580,WDR24,16,734622,740444
5637,ENSG00000127585,FBXL16,16,742500,755829
5638,ENSG00000127586,CHTF18,16,838046,850737
5639,ENSG00000127588,GNG13,16,848041,850733
5640,ENSG00000127589,TUBBP1,8,30209389,30211034
5641,ENSG00000127603,MACF1,1,39546988,39952849
5642,ENSG00000127616,SMARCA4,19,11071598,11176071
5643,ENSG00000127663,KDM4B,19,4969125,5153606
5644,ENSG00000127666,TICAM1,19,4815944,4831716
5645,ENSG00000127720,METTL25,12,82752276,82873015
5646,ENSG00000127743,IL17B,5,148750887,148783765
5647,ENSG00000127774,EMC6,17,3572109,3572962
5648,ENSG00000127804,METTL16,17,2308856,2415185
5649,ENSG00000127824,TUBA4A,2,220114433,220142892
5650,ENSG00000127831,VIL1,2,219283815,219318018
5651,ENSG00000127837,AAMP,2,219128850,219134980
5652,ENSG00000127838,PNKD,2,219135115,219211516
5653,ENSG00000127863,TNFRSF19,13,24144509,24250232
5654,ENSG00000127870,RNF6,13,26706253,26796791
5655,ENSG00000127884,ECHS1,10,135175984,135187193
5656,ENSG00000127903,ZNF835,19,57174020,57183151
5657,ENSG00000127914,AKAP9,7,91570181,91739987
5658,ENSG00000127920,GNG11,7,93551011,93557922
5659,ENSG00000127922,SHFM1,7,96110938,96339203
5660,ENSG00000127928,GNGT1,7,93220885,93540577
5661,ENSG00000127946,HIP1,7,75162621,75368280
5662,ENSG00000127947,PTPN12,7,77166592,77269388
5663,ENSG00000127948,POR,7,75528518,75616173
5664,ENSG00000127951,FGL2,7,76822688,76829143
5665,ENSG00000127952,STYXL1,7,75625656,75677322
5666,ENSG00000127954,STEAP4,7,87905744,87936206
5667,ENSG00000127955,GNAI1,7,79763271,79848718
5668,ENSG00000127957,PMS2P3,7,75132254,75157478
5669,ENSG00000127980,PEX1,7,92116334,92157845
5670,ENSG00000127989,MTERF,7,91321323,91510034
5671,ENSG00000127990,SGCE,7,94214542,94285521
5672,ENSG00000127993,RBM48,7,92158087,92167319
5673,ENSG00000127995,CASD1,7,94138531,94186331
5674,ENSG00000128000,ZNF780B,19,40534167,40562116
5675,ENSG00000128011,LRFN1,19,39797208,39805976
5676,ENSG00000128016,ZFP36,19,39897453,39900052
5677,ENSG00000128039,SRD5A3,4,56212276,56239263
5678,ENSG00000128040,SPINK2,4,57676026,57687908
5679,ENSG00000128045,RASL11B,4,53728457,53733000
5680,ENSG00000128050,PAICS,4,57301907,57327534
5681,ENSG00000128052,KDR,4,55944644,55991756
5682,ENSG00000128059,PPAT,4,57259528,57301781
5683,ENSG00000128159,TUBGCP6,22,50656118,50683421
5684,ENSG00000128165,ADM2,22,50919985,50924869
5685,ENSG00000128185,DGCR6L,22,20301799,20307603
5686,ENSG00000128191,DGCR8,22,20067755,20099400
5687,ENSG00000128203,ASPHD2,22,26825239,26840981
5688,ENSG00000128218,VPREB3,22,24094930,24096655
5689,ENSG00000128228,SDF2L1,22,21996550,21998587
5690,ENSG00000128242,GAL3ST1,22,30950622,30970574
5691,ENSG00000128245,YWHAH,22,32340447,32353590
5692,ENSG00000128250,RFPL1,22,29834572,29838444
5693,ENSG00000128253,RFPL2,22,32586422,32600718
5694,ENSG00000128254,C22orf24,22,32329507,32341504
5695,ENSG00000128262,POM121L9P,22,24647796,24661493
5696,ENSG00000128266,GNAZ,22,23412540,23467224
5697,ENSG00000128268,MGAT3,22,39853349,39888199
5698,ENSG00000128271,ADORA2A,22,24813847,24838328
5699,ENSG00000128272,ATF4,22,39915700,39918691
5700,ENSG00000128274,A4GALT,22,43088127,43117304
5701,ENSG00000128276,RFPL3,22,32750872,32757148
5702,ENSG00000128283,CDC42EP1,22,37956454,37965412
5703,ENSG00000128284,APOL3,22,36536372,36562225
5704,ENSG00000128285,MCHR1,22,41074754,41078818
5705,ENSG00000128294,TPST2,22,26921458,26992681
5706,ENSG00000128298,BAIAP2L2,22,38480896,38506677
5707,ENSG00000128309,MPST,22,37415676,37425863
5708,ENSG00000128310,GALR3,22,38219389,38221502
5709,ENSG00000128311,TST,22,37406900,37415681
5710,ENSG00000128313,APOL5,22,36113919,36125530
5711,ENSG00000128322,IGLL1,22,23915312,23922495
5712,ENSG00000128335,APOL2,22,36622256,36636000
5713,ENSG00000128340,RAC2,22,37621301,37640488
5714,ENSG00000128342,LIF,22,30636436,30642840
5715,ENSG00000128346,C22orf23,22,38339528,38349676
5716,ENSG00000128383,APOBEC3A,22,39348746,39359188
5717,ENSG00000128394,APOBEC3F,22,39436609,39449915
5718,ENSG00000128408,RIBC2,22,45809572,45828376
5719,ENSG00000128422,KRT17,17,39775689,39781094
5720,ENSG00000128438,TBC1D27,17,16826229,16838153
5721,ENSG00000128463,EMC4,15,34517200,34522357
5722,ENSG00000128482,RNF112,17,19314438,19320589
5723,ENSG00000128487,SPECC1,17,19912657,20222339
5724,ENSG00000128510,CPA4,7,129932974,129964020
5725,ENSG00000128512,DOCK4,7,111366166,111846466
5726,ENSG00000128513,POT1,7,124462440,124570037
5727,ENSG00000128524,ATP6V1F,7,128502880,128505898
5728,ENSG00000128534,NAA38,7,117824086,117832878
5729,ENSG00000128536,CDHR3,7,105517242,105676877
5730,ENSG00000128563,PRKRIP1,7,102004319,102067123
5731,ENSG00000128564,VGF,7,100805790,100808874
5732,ENSG00000128567,PODXL,7,131185021,131242976
5733,ENSG00000128573,FOXP2,7,113726382,114333827
5734,ENSG00000128578,STRIP2,7,129074274,129128240
5735,ENSG00000128581,RABL5,7,100956975,100965104
5736,ENSG00000128585,MKLN1,7,130794855,131181395
5737,ENSG00000128590,DNAJB9,7,108210012,108215294
5738,ENSG00000128591,FLNC,7,128470431,128499328
5739,ENSG00000128594,LRRC4,7,127667124,127672160
5740,ENSG00000128595,CALU,7,128379346,128411861
5741,ENSG00000128596,CCDC136,7,128430811,128462186
5742,ENSG00000128602,SMO,7,128828713,128853386
5743,ENSG00000128604,IRF5,7,128577666,128590089
5744,ENSG00000128606,LRRC17,7,102553438,102585396
5745,ENSG00000128607,KLHDC10,7,129710350,129775560
5746,ENSG00000128609,NDUFA5,7,123177051,123198309
5747,ENSG00000128610,FEZF1,7,121941448,121950745
5748,ENSG00000128617,OPN1SW,7,128412545,128415844
5749,ENSG00000128626,MRPS12,19,39421188,39423802
5750,ENSG00000128641,MYO1B,2,192109911,192290115
5751,ENSG00000128645,HOXD1,2,177053307,177055688
5752,ENSG00000128652,HOXD3,2,177001340,177037830
5753,ENSG00000128654,MTX2,2,177134123,177202753
5754,ENSG00000128655,PDE11A,2,178487980,178973066
5755,ENSG00000128656,CHN1,2,175664091,175870097
5756,ENSG00000128683,GAD1,2,171669723,171717661
5757,ENSG00000128692,EIF2S2P4,2,171608221,171609562
5758,ENSG00000128694,OSGEPL1,2,190611386,190627953
5759,ENSG00000128699,ORMDL1,2,190635049,190649097
5760,ENSG00000128708,HAT1,2,172778958,172848599
5761,ENSG00000128709,HOXD9,2,176987088,176989853
5762,ENSG00000128710,HOXD10,2,176973518,176984670
5763,ENSG00000128713,HOXD11,2,176968944,176974722
5764,ENSG00000128714,HOXD13,2,176957619,176960666
5765,ENSG00000128731,HERC2,15,28356186,28567298
5766,ENSG00000128739,SNRPN,15,25068794,25223870
5767,ENSG00000128789,PSMG2,18,12658737,12725739
5768,ENSG00000128791,TWSG1,18,9334765,9402418
5769,ENSG00000128802,GDF2,10,48413092,48416853
5770,ENSG00000128805,ARHGAP22,10,49654077,49864310
5771,ENSG00000128815,WDFY4,10,49892921,50191001
5772,ENSG00000128829,EIF2AK4,15,40226347,40327797
5773,ENSG00000128833,MYO5C,15,52484519,52587995
5774,ENSG00000128849,CGNL1,15,57668165,57842925
5775,ENSG00000128872,TMOD2,15,52043758,52108565
5776,ENSG00000128881,TTBK2,15,43030932,43213007
5777,ENSG00000128891,C15orf57,15,40820882,40857256
5778,ENSG00000128908,INO80,15,41271078,41408552
5779,ENSG00000128915,NARG2,15,60711808,60771359
5780,ENSG00000128917,DLL4,15,41221538,41231237
5781,ENSG00000128918,ALDH1A2,15,58245622,58790065
5782,ENSG00000128923,FAM63B,15,59063391,59154099
5783,ENSG00000128928,IVD,15,40697686,40728146
5784,ENSG00000128944,KNSTRN,15,40674922,40686447
5785,ENSG00000128951,DUT,15,48623208,48635570
5786,ENSG00000128965,CHAC1,15,41245160,41248710
5787,ENSG00000128973,CLN6,15,68499330,68549549
5788,ENSG00000128989,ARPP19,15,52839242,52862080
5789,ENSG00000129003,VPS13C,15,62144588,62352672
5790,ENSG00000129007,CALML4,15,68483043,68498417
5791,ENSG00000129009,ISLR,15,74466012,74469213
5792,ENSG00000129028,THAP10,15,71173681,71185124
5793,ENSG00000129038,LOXL1,15,74218330,74244478
5794,ENSG00000129048,ACKR4,3,132316081,132337811
5795,ENSG00000129055,ANAPC13,3,134196548,134205558
5796,ENSG00000129071,MBD4,3,129149787,129158878
5797,ENSG00000129083,COPB1,11,14464986,14521573
5798,ENSG00000129084,PSMA1,11,14515329,14665181
5799,ENSG00000129103,SUMF2,7,56131695,56148363
5800,ENSG00000129116,PALLD,4,169418217,169849608
5801,ENSG00000129128,SPCS3,4,177241115,177253396
5802,ENSG00000129151,BBOX1,11,27062272,27149356
5803,ENSG00000129152,MYOD1,11,17741115,17743678
5804,ENSG00000129158,SERGEF,11,17809595,18034709
5805,ENSG00000129159,KCNC1,11,17756359,17804602
5806,ENSG00000129167,TPH1,11,18039111,18063973
5807,ENSG00000129170,CSRP3,11,19203578,19232120
5808,ENSG00000129173,E2F8,11,19245610,19263167
5809,ENSG00000129187,DCTD,4,183811213,183839089
5810,ENSG00000129194,SOX15,17,7491496,7493488
5811,ENSG00000129195,FAM64A,17,6347735,6354789
5812,ENSG00000129197,RPAIN,17,5322961,5336196
5813,ENSG00000129204,USP6,17,5019733,5078329
5814,ENSG00000129214,SHBG,17,7517382,7536700
5815,ENSG00000129219,PLD2,17,4710391,4726729
5816,ENSG00000129221,AIPL1,17,6297013,6338519
5817,ENSG00000129226,CD68,17,7482785,7485429
5818,ENSG00000129235,TXNDC17,17,6544078,6547861
5819,ENSG00000129244,ATP1B2,17,7549945,7561086
5820,ENSG00000129245,FXR2,17,7494548,7518189
5821,ENSG00000129250,KIF1C,17,4901243,4931696
5822,ENSG00000129255,MPDU1,17,7486847,7496107
5823,ENSG00000129270,MMP28,17,34083268,34122711
5824,ENSG00000129277,CCL4,17,34430983,34433014
5825,ENSG00000129282,MRM1,17,34958001,34965407
5826,ENSG00000129292,PHF20L1,8,133787618,133861052
5827,ENSG00000129295,LRRC6,8,133584320,133687838
5828,ENSG00000129315,CCNT1,12,49082247,49110681
5829,ENSG00000129317,PUS7L,12,44122410,44152620
5830,ENSG00000129347,KRI1,19,10663761,10676713
5831,ENSG00000129351,ILF3,19,10764937,10803093
5832,ENSG00000129353,SLC44A2,19,10713133,10755235
5833,ENSG00000129354,AP1M2,19,10683347,10697991
5834,ENSG00000129355,CDKN2D,19,10677138,10679735
5835,ENSG00000129422,MTUS1,8,17501304,17658426
5836,ENSG00000129437,KLK14,19,51580752,51587502
5837,ENSG00000129450,SIGLEC9,19,51628165,51639908
5838,ENSG00000129451,KLK10,19,51515995,51523431
5839,ENSG00000129455,KLK8,19,51499263,51505967
5840,ENSG00000129460,NGDN,14,23938897,23979071
5841,ENSG00000129465,RIPK3,14,24805227,24809251
5842,ENSG00000129467,ADCY4,14,24787555,24804299
5843,ENSG00000129472,RAB2B,14,21927179,21945132
5844,ENSG00000129473,BCL2L2,14,23767999,23780968
5845,ENSG00000129474,AJUBA,14,23440383,23451851
5846,ENSG00000129480,DTD2,14,31915242,31926716
5847,ENSG00000129484,PARP2,14,20811741,20826064
5848,ENSG00000129493,HEATR5A,14,31760994,31889788
5849,ENSG00000129514,FOXA1,14,38059189,38069245
5850,ENSG00000129515,SNX6,14,35030300,35099389
5851,ENSG00000129518,EAPP,14,34985135,35008916
5852,ENSG00000129521,EGLN3,14,34393437,34931980
5853,ENSG00000129534,MIS18BP1,14,45672393,45722743
5854,ENSG00000129535,NRL,14,24549316,24584223
5855,ENSG00000129538,RNASE1,14,21269387,21271437
5856,ENSG00000129559,NEDD8,14,24686058,24701660
5857,ENSG00000129562,DAD1,14,23033805,23058175
5858,ENSG00000129566,TEP1,14,20833826,20881588
5859,ENSG00000129595,EPB41L4A,5,111478138,111755013
5860,ENSG00000129596,CDO1,5,115140430,115152651
5861,ENSG00000129625,REEP5,5,112212084,112258236
5862,ENSG00000129636,ITFG1,16,47188298,47498060
5863,ENSG00000129646,QRICH2,17,74270130,74303761
5864,ENSG00000129654,FOXJ1,17,74132414,74137380
5865,ENSG00000129657,SEC14L1,17,75082798,75213179
5866,ENSG00000129667,RHBDF2,17,74466973,74497872
5867,ENSG00000129673,AANAT,17,74449433,74466199
5868,ENSG00000129691,ASH2L,8,37962760,38001594
5869,ENSG00000129696,TTI2,8,33330904,33371119
5870,ENSG00000129744,ART1,11,3666358,3685646
5871,ENSG00000129749,CHRNA10,11,3686817,3692614
5872,ENSG00000129757,CDKN1C,11,2904443,2907111
5873,ENSG00000129810,SGOL1,3,20202085,20227784
5874,ENSG00000129910,CDH15,16,89238175,89261900
5875,ENSG00000129911,KLF16,19,1852399,1863567
5876,ENSG00000129925,TMEM8A,16,420773,437113
5877,ENSG00000129932,DOHH,19,3490819,3500938
5878,ENSG00000129933,MAU2,19,19431490,19469563
5879,ENSG00000129946,SHC2,19,416583,460996
5881,ENSG00000129965,INS-IGF2,11,2153768,2182439
5882,ENSG00000129968,ABHD17A,19,1876809,1885546
5883,ENSG00000129988,LBP,20,36974759,37005665
5884,ENSG00000129990,SYT5,19,55682567,55691809
5885,ENSG00000129991,TNNI3,19,55663137,55669141
5886,ENSG00000129993,CBFA2T3,16,88941266,89043612
5887,ENSG00000130005,GAMT,19,1397091,1401569
5888,ENSG00000130023,ERMARD,6,170151718,170181680
5889,ENSG00000130024,PHF10,6,170104001,170124151
5890,ENSG00000130035,GALNT8,12,4829507,4960277
5891,ENSG00000130037,KCNA5,12,5153085,5155949
