#Downloaded 28 Jan 2017 - ensembl GrCh37 biomart http://grch37.ensembl.org/biomart/martview/7137c8b25d15c013f241a06dab9bdb9f
GeneID	GeneStart	GeneEnd	Strand	AssociatedGeneName	HGNCsymbol	Chromosome_scaffold name
ENSG00000207818	151562884	151562964	-1	MIR105-2	MIR105-2	X
ENSG00000252068	157006505	157006607	1	RNU6-390P	RNU6-390P	5
ENSG00000251591	36071893	36072181	-1	CTD-2197M16.1		5
ENSG00000226268	49455025	49455990	-1	RP11-61N20.3		11
ENSG00000231866	53390921	53391095	-1	RP4-631H13.4		1
ENSG00000251882	115188037	115188140	-1	RNU6-475P	RNU6-475P	6
ENSG00000159314	43471275	43511787	-1	ARHGAP27	ARHGAP27	17
ENSG00000198077	41381344	41388657	-1	CYP2A7	CYP2A7	19
ENSG00000255144	11753359	11754379	-1	RP11-589N15.1		8
ENSG00000266330	47430587	47430652	-1	AL355353.1		6
ENSG00000175509	114425055	114426198	-1	RP11-395L14.13		2
ENSG00000253116	59004001	59018853	-1	RP11-648L3.2		8
ENSG00000149451	3648612	3662893	-1	ADAM33	ADAM33	20
ENSG00000219619	115679662	115679916	-1	RP11-126M14.1		6
ENSG00000235363	205320375	205320599	1	SNRPGP10	SNRPGP10	1
ENSG00000198804	5904	7445	1	MT-CO1	MT-CO1	MT
ENSG00000270761	47444979	47445308	-1	RP11-385F7.1		6
ENSG00000227902	147637477	147655786	1	AC062032.1		2
ENSG00000207756	36147994	36148090	-1	MIR580	MIR580	5
ENSG00000210151	7446	7514	-1	MT-TS1	MT-TS1	MT
ENSG00000264834	53394346	53394444	1	MIR1273F	MIR1273F	1
ENSG00000210154	7518	7585	1	MT-TD	MT-TD	MT
ENSG00000266583	124882361	124882446	-1	MIR4478	MIR4478	9
ENSG00000254336	157031715	157032645	-1	AC008694.2		5
ENSG00000201223	36155221	36155324	1	RNU6-1305P	RNU6-1305P	5
ENSG00000223940	151648049	151649496	1	KRT8P8	KRT8P8	X
ENSG00000266188	53400602	53400689	1	MIR5095	MIR5095	1
ENSG00000180437	158693903	158694902	-1	OR6K4P	OR6K4P	1
ENSG00000197410	155153399	155412930	-1	DCHS2	DCHS2	4
ENSG00000254732	57509635	57560715	1	RP11-691N7.6		11
ENSG00000198712	7586	8269	1	MT-CO2	MT-CO2	MT
ENSG00000199762	47456803	47456906	1	Y_RNA		6
ENSG00000226235	205342380	205356568	1	LEMD1-AS1	LEMD1-AS1	1
ENSG00000197071	87514708	87515080	1	AC010243.1		5
ENSG00000254948	11777409	11778318	-1	OR7E158P	OR7E158P	8
ENSG00000257322	93397191	93609455	-1	RP11-511B23.2		12
ENSG00000245711	36221157	36222004	1	NADK2-AS1	NADK2-AS1	5
ENSG00000210156	8295	8364	1	MT-TK	MT-TK	MT
ENSG00000238860	148081539	148081643	1	snoU13		2
ENSG00000242595	59025748	59026181	-1	RP11-648L3.1		8
ENSG00000234607	16296127	16296689	1	RP11-5P18.1		1
ENSG00000265815	53405986	53406085	1	MIR1273G	MIR1273G	1
ENSG00000232615	1614951	1616449	1	CTD-2012J19.1		5
ENSG00000216813	47530358	47530754	1	RP11-812I20.2		6
ENSG00000228253	8366	8572	1	MT-ATP8	MT-ATP8	MT
ENSG00000207225	148165910	148166016	1	RNU6-692P	RNU6-692P	2
ENSG00000238118	108926358	108963917	-1	SLC25A24P2	SLC25A24P2	1
ENSG00000054654	64319683	64693165	1	SYNE2	SYNE2	14
ENSG00000272317	125018212	125018309	1	AL162424.2		9
ENSG00000237279	53409208	53409602	-1	RP4-631H13.5		1
ENSG00000228777	115954706	115955355	-1	RP11-282C5.1		6
ENSG00000229401	10434549	10457014	1	RP1-290I10.7		6
ENSG00000221289	148224198	148224282	-1	AC013406.1		2
ENSG00000264227	125061389	125061642	-1	RN7SL227P	RN7SL227P	9
ENSG00000222178	36485445	36485542	1	RNA5SP181	RNA5SP181	5
ENSG00000198899	8527	9207	1	MT-ATP6	MT-ATP6	MT
ENSG00000071246	77228532	77249354	1	VASH1	VASH1	14
ENSG00000199059	205417430	205417526	-1	MIR135B	MIR135B	1
ENSG00000205035	49580098	49831971	1	RP11-707M1.1		11
ENSG00000019169	119699742	119752236	1	MARCO	MARCO	2
ENSG00000226119	101261856	101262267	1	RP1-197J16.2		X
ENSG00000207161	148229701	148229811	-1	Y_RNA		2
ENSG00000226949	158711936	158713205	-1	OR6K5P	OR6K5P	1
ENSG00000186743	116359919	116360658	1	TPI1P3	TPI1P3	6
ENSG00000242292	36588608	36588763	1	CTD-2282P23.1		5
ENSG00000198938	9207	9990	1	MT-CO3	MT-CO3	MT
ENSG00000206516	29424845	29431993	1	OR2H1	OR2H1	HSCHR6_MHC_QBL
ENSG00000234454	151851487	151852303	1	RP1-14D6.2		X
ENSG00000224717	205425057	205438152	1	RP11-576D8.4		1
ENSG00000202074	148253006	148253108	-1	RNU6-715P	RNU6-715P	2
ENSG00000273027	46349568	46350027	-1	LL21NC02-1C16.1		21
ENSG00000231353	16314677	16314936	1	RP11-5P18.3		1
ENSG00000183675	48736874	48827966	-1	PTPN20B	PTPN20B	10
ENSG00000210164	9991	10058	1	MT-TG	MT-TG	MT
ENSG00000263705	10439950	10440027	1	MIR5689	MIR5689	6
ENSG00000233479	114426743	114430768	1	AC017074.1		2
ENSG00000159082	34001069	34100359	-1	SYNJ1	SYNJ1	21
ENSG00000253083	148471024	148471123	-1	RNA5SP106	RNA5SP106	2
ENSG00000224698	108963311	108975806	1	RP11-131J3.1		1
ENSG00000236360	53458868	53459374	-1	RP11-334A14.2		1
ENSG00000198840	10059	10404	1	MT-ND3	MT-ND3	MT
ENSG00000252711	47683019	47683337	1	RN7SKP116	RN7SKP116	6
ENSG00000272825	46356218	46356869	1	LL21NC02-1C16.2		21
ENSG00000238076	10460139	10460774	-1	MRPL48P1	MRPL48P1	6
ENSG00000210174	10405	10469	1	MT-TR	MT-TR	MT
ENSG00000207365	93415382	93415488	1	Y_RNA		12
ENSG00000229143	148567915	148568346	1	AC009480.4		2
ENSG00000269979	125086887	125087594	1	RP11-498E2.7		9
ENSG00000226594	47697563	47708477	-1	RP11-550C4.6		6
ENSG00000233436	57510986	57519253	-1	BTBD18	BTBD18	11
ENSG00000229160	38359779	38366088	-1	AC009229.6		2
ENSG00000263746	1708900	1708983	-1	MIR4277	MIR4277	5
ENSG00000164308	96211643	96255420	1	ERAP2	ERAP2	5
ENSG00000231822	99718481	99719215	1	AC019097.7		2
ENSG00000224966	16316366	16321246	1	TBC1D3P6	TBC1D3P6	1
ENSG00000227832	109044980	109046077	1	ST13P21	ST13P21	1
ENSG00000212907	10470	10766	1	MT-ND4L	MT-ND4L	MT
ENSG00000270506	93429037	93429520	1	RP11-511B23.4		12
ENSG00000250451	54392806	54393794	-1	HOXC-AS1	HOXC-AS1	12
ENSG00000253097	205535844	205535927	1	RNU2-19P	RNU2-19P	1
ENSG00000226147	53460398	53461698	1	TUBBP10	TUBBP10	1
ENSG00000260066	1725264	1728287	1	CTD-2587M23.1		5
ENSG00000229724	158765804	158766003	1	OR2AQ1P	OR2AQ1P	1
ENSG00000234880	46409779	46414001	-1	LINC00163	LINC00163	21
ENSG00000198886	10760	12137	1	MT-ND4	MT-ND4	MT
ENSG00000256393	93477374	93477451	-1	AC138123.2		12
ENSG00000273306	100021680	100022305	1	RP11-527J8.1		2
ENSG00000216616	47720564	47720976	-1	RP11-550C4.4		6
ENSG00000186163	141965650	141972054	-1	U66059.29		7
ENSG00000206762	205564169	205564275	1	RNU6-418P	RNU6-418P	1
ENSG00000250155	36666316	36725297	-1	CTD-2353F22.1		5
ENSG00000210176	12138	12206	1	MT-TH	MT-TH	MT
ENSG00000253798	157109993	157117274	-1	AC008694.3		5
ENSG00000231056	10474733	10478735	-1	RP1-290I10.5		6
ENSG00000212389	148634991	148635097	1	RNU6-1275P	RNU6-1275P	2
ENSG00000210184	12207	12265	1	MT-TS2	MT-TS2	MT
ENSG00000210191	12266	12336	1	MT-TL2	MT-TL2	MT
ENSG00000236942	205594611	205595281	1	RP11-6B6.3		1
ENSG00000226483	109051196	109051865	1	RP5-964H19.2		1
ENSG00000223911	148656970	148660525	-1	AC009480.3		2
ENSG00000257746	93484298	93501376	1	RP11-202G11.2		12
ENSG00000255087	126936897	126971215	1	RP11-168K9.2		11
ENSG00000237685	10511269	10514779	-1	RP11-360O19.4		6
ENSG00000227359	114435279	114461655	-1	AC017074.2		2
ENSG00000218428	116458221	116458735	-1	NIP7P3	NIP7P3	6
ENSG00000199603	38374557	38374663	1	RNU6-951P	RNU6-951P	2
ENSG00000198786	12337	14148	1	MT-ND5	MT-ND5	MT
ENSG00000270102	125093146	125093622	1	RP11-498E2.8		9
ENSG00000225964	6968645	6980595	-1	AC017076.5		2
ENSG00000118508	146864829	146876101	1	RAB32	RAB32	6
ENSG00000214717	2404455	2419008	-1	ZBED1	ZBED1	X
ENSG00000273006	38420490	38420771	1	RP11-314C9.2		2
ENSG00000216359	10514515	10515206	1	RP11-360O19.1		6
ENSG00000253630	157174512	157174715	-1	CTC-370J7.1		5
ENSG00000232971	109276878	109277347	-1	RP11-293A10.3		1
ENSG00000265049	148698549	148698640	-1	AC009480.1		2
ENSG00000198695	14149	14673	-1	MT-ND6	MT-ND6	MT
ENSG00000236326	116565350	116565891	-1	RP3-486I3.5		6
ENSG00000163626	73921797	73935472	-1	COX18	COX18	4
ENSG00000210194	14674	14742	-1	MT-TE	MT-TE	MT
ENSG00000180409	158778189	158779125	-1	OR10AA1P	OR10AA1P	1
ENSG00000221617	93491027	93491120	1	AC138123.1		12
ENSG00000241741	113709239	113710034	-1	RPL7AP30	RPL7AP30	4
ENSG00000261706	46414277	46415100	-1	AP001505.9		21
ENSG00000232993	53535610	53551174	-1	RP11-334A14.5		1
ENSG00000253281	59168330	59184678	-1	RP11-716D16.1		8
ENSG00000212181	149018143	149018277	-1	SNORA48		2
ENSG00000227292	38430505	38466732	-1	AC009229.5		2
ENSG00000257115	19377522	19378606	1	OR11H12	OR11H12	14
ENSG00000257210	93517839	93518319	-1	NACAP3	NACAP3	12
ENSG00000198727	14747	15887	1	MT-CYB	MT-CYB	MT
ENSG00000202427	114438688	114438794	1	RNU6-744P	RNU6-744P	2
ENSG00000228076	109309463	109310206	-1	RP11-475E11.2		1
ENSG00000250500	113718206	113719847	-1	RP11-119H12.3		4
ENSG00000237021	116575370	116577906	1	RP3-486I3.7		6
ENSG00000272981	126989221	127009630	1	CTD-2234N14.2		11
ENSG00000217181	10574982	10575460	-1	RP11-360O19.5		6
ENSG00000210195	15888	15953	1	MT-TT	MT-TT	MT
ENSG00000224007	149053225	149054248	-1	AC019070.1		2
ENSG00000224930	46419122	46424642	-1	LINC00162	LINC00162	21
ENSG00000177640	119805790	119969663	1	CASC2	CASC2	10
ENSG00000210196	15956	16023	-1	MT-TP	MT-TP	MT
ENSG00000265429	114478867	114478945	-1	MIR4782	MIR4782	2
ENSG00000272103	36861838	36862319	-1	CTD-2653M23.3		5
ENSG00000201944	205700349	205700480	-1	SNORA72		1
ENSG00000267406	14378619	14380189	-1	CTD-2189E23.2		19
ENSG00000227644	53538782	53539061	-1	HIGD1AP11	HIGD1AP11	1
ENSG00000213178	169201459	169201868	-1	RP11-641D5.1		3
ENSG00000233078	16332655	16333166	-1	RP11-5P18.5		1
ENSG00000206819	157236106	157236212	1	RNU6-260P	RNU6-260P	5
ENSG00000227687	205904256	205904896	1	RP4-681L3.2		1
ENSG00000227770	38458710	38459459	1	RPL7P12	RPL7P12	2
ENSG00000266913	14416270	14481008	-1	CTC-548K16.2		19
ENSG00000272642	127060664	127093344	1	CTD-2234N14.1		11
ENSG00000261672	174514823	174515707	1	RP11-475B2.1		4
ENSG00000258171	93568142	93575608	1	RP11-511B23.3		12
ENSG00000270466	30389755	30393863	-1	SEPT1		16
ENSG00000225516	9293012	9344176	-1	AC006156.1		Y
ENSG00000203897	109399839	109401146	1	SPATA42	SPATA42	1
ENSG00000232238	149352727	149352897	1	AC017080.1		2
ENSG00000244331	157358266	157358571	-1	CTB-47B8.1		5
ENSG00000249966	1851064	1851611	1	CTD-2194D22.1		5
ENSG00000233558	116579656	116580278	-1	RP3-486I3.4		6
ENSG00000229849	158848536	158853290	1	RP11-393K10.1		1
ENSG00000201048	10674891	10675001	-1	Y_RNA		6
ENSG00000235563	53580248	53584281	1	RP11-334A14.8		1
ENSG00000269970	125134884	125135104	1	RP11-498E2.9		9
ENSG00000200340	47791126	47791286	1	RNU1-105P	RNU1-105P	6
ENSG00000249850	36885308	36886599	1	KRT18P31	KRT18P31	5
ENSG00000229874	206135293	206137984	-1	RP11-312O7.2		1
ENSG00000272097	10743557	10747896	-1	RP11-421M1.8		6
ENSG00000235374	46491648	46494080	-1	SSR4P1	SSR4P1	21
ENSG00000259359	96714810	96717568	1	RP11-327J17.2		15
ENSG00000232456	16361673	16366524	-1	RP11-5P18.10		1
ENSG00000170153	141780961	142134031	-1	RNF150	RNF150	4
ENSG00000226068	48116939	48117741	-1	HNRNPA3P4	HNRNPA3P4	6
ENSG00000244063	114586967	114588696	-1	AC024704.2		2
ENSG00000273409	127140957	127206928	1	RP11-480C22.1		11
ENSG00000184571	25115001	25170687	-1	PIWIL3	PIWIL3	22
ENSG00000267147	14444555	14454725	1	CTC-548K16.1		19
ENSG00000236723	53676128	53679447	-1	RP5-1024G6.2		1
ENSG00000247828	87564712	87732502	1	TMEM161B-AS1	TMEM161B-AS1	5
ENSG00000234841	113747463	113748763	1	RP11-119H12.4		4
ENSG00000250417	1856084	1856682	-1	CTD-2194D22.2		5
ENSG00000272781	47311134	48143999	-1	MDGA2		14
ENSG00000234801	174537087	174538057	-1	MORF4	MORF4	4
ENSG00000222126	149583260	149583404	-1	RNU2-9P	RNU2-9P	2
ENSG00000238361	93659405	93659508	-1	snoU13		12
ENSG00000201502	93659793	93659872	1	SNORD74		12
ENSG00000267379	14513529	14519535	-1	CTC-548K16.5		19
ENSG00000228857	114588626	114600933	-1	AC104653.1		2
ENSG00000259818	53686335	53689925	1	RP5-1024G6.7		1
ENSG00000223962	149621133	149621373	-1	UBBP3	UBBP3	2
ENSG00000227959	16481706	16483824	1	RP11-276H7.2		1
ENSG00000196531	57106212	57125412	-1	NACA	NACA	12
ENSG00000225662	62764851	62765460	-1	RP11-1036F1.1		3
ENSG00000068831	64494383	64512928	-1	RASGRP2	RASGRP2	11
ENSG00000258664	179833916	179834311	-1	IFRG15		1
ENSG00000251126	113801454	113803486	-1	RP11-119H12.6		4
ENSG00000213594	38512552	38513552	1	GAPDHP25	GAPDHP25	2
ENSG00000236889	206164084	206166270	1	RP11-38J22.1		1
ENSG00000240050	116601362	116691436	1	RP1-93H18.1		6
ENSG00000257512	93708585	93709717	1	RP11-486A14.1		12
ENSG00000241881	141985579	141988698	1	U66059.58		7
ENSG00000267474	14569213	14570178	1	CTC-548K16.6		19
ENSG00000226754	53704282	53708455	1	RP5-1024G6.5		1
ENSG00000265589	159029039	159029116	1	AL359753.1		1
ENSG00000222383	10753024	10753159	-1	RNA5SP203	RNA5SP203	6
ENSG00000206357	31910261	31917261	-1	NELFE	NELFE	HSCHR6_MHC_QBL
ENSG00000222774	127275923	127276227	-1	RN7SKP121	RN7SKP121	11
ENSG00000224543	14599758	14600691	1	SNRPGP15	SNRPGP15	19
ENSG00000196517	44457172	44497139	-1	SLC6A9	SLC6A9	1
ENSG00000233473	159050923	159051585	-1	RAD1P2	RAD1P2	1
ENSG00000233616	125163249	125165185	-1	RP11-542K23.10		9
ENSG00000206515	29454362	29455626	-1	MAS1L	MAS1L	HSCHR6_MHC_QBL
ENSG00000259763	96779014	96779932	1	RP11-327J17.1		15
ENSG00000235051	10882013	10884582	1	RP11-637O19.2		6
ENSG00000213370	174554879	174555522	-1	RANP6	RANP6	4
ENSG00000273452	12626199	12661542	1	AC005358.1		17
ENSG00000223315	127277746	127278043	1	RN7SKP279	RN7SKP279	11
ENSG00000182586	46654255	46678645	1	LINC00334	LINC00334	21
ENSG00000242115	141987080	141991423	-1	PRSS3P3	PRSS3P3	7
ENSG00000164010	43282795	43310660	1	ERMAP	ERMAP	1
ENSG00000262728	32898619	32907361	-1	AC123768.4		15
ENSG00000207327	75288809	75288915	-1	RNU6-883P	RNU6-883P	10
ENSG00000254591	127527463	127527772	1	RP11-822P1.1		11
ENSG00000229245	125165686	125211256	1	RP11-542K23.7		9
ENSG00000222036	19553365	19590078	1	POTEG	POTEG	14
ENSG00000231079	149624039	149646351	-1	AC105402.4		2
ENSG00000228814	113802874	113803288	-1	RP11-119H12.5		4
ENSG00000254090	32872779	32874561	1	MTND2P32	MTND2P32	8
ENSG00000222651	96876490	96876536	1	MIR1469	MIR1469	15
ENSG00000222552	159148263	159148349	1	RNA5SP60	RNA5SP60	1
ENSG00000225483	206180054	206180443	1	RP11-38J22.2		1
ENSG00000197463	151876743	151883038	-1	CSAG3	CSAG3	X
ENSG00000207707	14640355	14640452	1	MIR639	MIR639	19
ENSG00000237139	75297561	75298149	1	RP11-137L10.5		10
ENSG00000224621	16485761	16488378	1	RP11-276H7.3		1
ENSG00000244073	37085158	37085954	1	RPS4XP6	RPS4XP6	5
ENSG00000257252	93710911	93771512	-1	RP11-486A14.2		12
ENSG00000262477	29992145	29993199	1	AC021224.1		18
ENSG00000250043	174798622	174834403	-1	RP11-161D15.2		4
ENSG00000243488	14694907	14695204	1	RN7SL337P	RN7SL337P	19
ENSG00000222626	157403774	157403964	-1	RNU2-48P	RNU2-48P	5
ENSG00000225670	159165775	159177763	-1	CTA-134P22.2		1
ENSG00000254612	127810808	127811549	-1	RP11-676M6.1		11
ENSG00000230314	11043757	11078459	1	ELOVL2-AS1	ELOVL2-AS1	6
ENSG00000270172	53708036	53710212	-1	RP5-1024G6.8		1
ENSG00000271378	37130532	37130802	1	CTD-2284O10.3		5
ENSG00000248152	113900746	113993118	-1	RP11-650J17.1		4
ENSG00000234166	16524349	16524852	1	ARHGEF19-AS1	ARHGEF19-AS1	1
ENSG00000272403	116765323	116766023	1	RP1-93H18.7		6
ENSG00000243066	14699169	14699465	1	RN7SL842P	RN7SL842P	19
ENSG00000253743	157411666	157416998	-1	MARK2P11	MARK2P11	5
ENSG00000271947	7045855	7046432	-1	RP11-439M11.1		2
ENSG00000269378	14732446	14733054	-1	ITGB1P1	ITGB1P1	19
ENSG00000216835	48181340	48182530	-1	RBMXP1	RBMXP1	6
ENSG00000226780	206214526	206223548	-1	RP11-38J22.3		1
ENSG00000249373	113952443	113955707	-1	RP11-650J17.2		4
ENSG00000231465	125233637	125238096	1	RP11-542K23.9		9
ENSG00000228848	149627593	149627950	-1	AC105402.2		2
ENSG00000242736	141999017	141999300	1	TRBV1	TRBV1	7
ENSG00000237349	109529585	109529867	-1	RP5-1065J22.2		1
ENSG00000253393	32897041	32897311	1	RANP9	RANP9	8
ENSG00000217241	116774177	116774728	-1	CBX3P9	CBX3P9	6
ENSG00000273415	128050322	128053449	1	RP11-702B10.2		11
ENSG00000249116	1884080	1884763	1	CTD-2194D22.3		5
ENSG00000244632	62781801	62782094	-1	RN7SL863P	RN7SL863P	3
ENSG00000234578	53733607	53734273	1	RP4-784A16.1		1
ENSG00000256210	14903121	14903589	1	AC005255.3		19
ENSG00000227550	142157378	142157849	-1	TRBV7-5	TRBV7-5	7
ENSG00000231367	38633861	38742882	-1	AC016995.3		2
ENSG00000252692	206261008	206261093	-1	SNORD60		1
ENSG00000252449	62800057	62800166	1	RNU6-139P	RNU6-139P	3
ENSG00000237276	16542404	16554522	-1	ANO7P1	ANO7P1	1
ENSG00000263686	125866419	125866503	-1	AL391375.1		X
ENSG00000196656	114135137	114138326	-1	AC004057.1		4
ENSG00000228838	53753696	53755378	1	RP4-784A16.2		1
ENSG00000250708	174818403	174850676	1	RP11-161D15.1		4
ENSG00000218153	116778486	116779832	-1	KRT18P22	KRT18P22	6
ENSG00000211739	142190638	142191080	-1	TRBV12-2	TRBV12-2	7
ENSG00000244716	109534878	109535489	1	RP11-20O24.4		1
ENSG00000272575	128078724	128111334	1	RP11-702B10.1		11
ENSG00000230538	126524324	126526508	1	RP3-428A13.1		X
ENSG00000222274	100136565	100136694	1	AC018690.1		2
ENSG00000240754	206288156	206306131	-1	RP11-38J22.6		1
ENSG00000226340	149629822	149630366	-1	AC105402.3		2
ENSG00000269552	14962844	14963756	-1	AC005255.5		19
ENSG00000238896	11079248	11079346	1	snoU13		6
ENSG00000225030	53757463	53757810	-1	RP4-784A16.3		1
ENSG00000230393	100721381	100723966	1	AC092667.2		2
ENSG00000241657	142197570	142198069	-1	TRBV11-2	TRBV11-2	7
ENSG00000239077	114605710	114605813	-1	snoU13		2
ENSG00000228914	125370315	125371079	1	OR1H1P	OR1H1P	9
ENSG00000271245	11155162	11155383	-1	RP4-761I2.5		6
ENSG00000172148	14974598	14975527	-1	AC005255.6		19
ENSG00000265562	33053355	33053455	1	AC104037.1		8
ENSG00000171858	60962172	60963576	1	RPS21	RPS21	20
ENSG00000263656	149649447	149649513	1	AC105402.1		2
ENSG00000270019	114645780	114647327	-1	RP11-141B14.1		2
ENSG00000215846	159246293	159247282	1	MPTX1	MPTX1	1
ENSG00000263769	1944686	1944937	-1	RN7SL367P	RN7SL367P	16
ENSG00000265516	116778895	116778985	-1	Z84488.1		6
ENSG00000232762	53770208	53773134	1	RP4-784A16.4		1
ENSG00000239279	114340996	114341290	1	RN7SL184P	RN7SL184P	4
ENSG00000076944	7701767	7712759	1	STXBP2	STXBP2	19
ENSG00000232084	100824716	100867946	1	LINC01104	LINC01104	2
ENSG00000247925	11173685	11259332	1	RP3-510L9.1		6
ENSG00000253993	33084366	33084665	-1	RP11-451O18.1		8
ENSG00000228236	149925110	149925424	-1	TXNP5	TXNP5	2
ENSG00000206811	2012335	2012467	-1	SNORA10	SNORA10	16
ENSG00000206820	114341479	114341642	1	RNU1-138P	RNU1-138P	4
ENSG00000269678	14997651	14997927	-1	OR7A18P	OR7A18P	19
ENSG00000244158	116781902	116784855	-1	RP1-93H18.6		6
ENSG00000213414	157413154	157414714	-1	CTB-47B8.5		5
ENSG00000229509	206506678	206506789	-1	RP11-421E17.4		1
ENSG00000175356	9041071	9159661	-1	SCUBE2	SCUBE2	11
ENSG00000223639	31688317	31697500	-1	CLIC1	CLIC1	HSCHR6_MHC_SSTO
ENSG00000228665	109572689	109572941	1	RP11-20O24.1		1
ENSG00000207405	2012974	2013107	-1	SNORA64	SNORA64	16
ENSG00000250229	114761206	114761392	1	RP11-397D21.1		4
ENSG00000260683	126794612	126796511	-1	CTD-2076M15.1		X
ENSG00000224337	150177107	150177950	1	FAM8A3P	FAM8A3P	2
ENSG00000221175	48817560	48817639	1	AL391538.1		6
ENSG00000254588	128396037	128400284	1	RP11-1007G5.2		11
ENSG00000228203	7052408	7058840	-1	RNF144A-AS1	RNF144A-AS1	2
ENSG00000233656	11417583	11481472	1	RP11-716O23.1		6
ENSG00000251216	174845358	174912012	-1	RP11-161D15.3		4
ENSG00000255513	2013746	2014096	-1	AC005363.9		16
ENSG00000140280	52015208	52043782	-1	LYSMD2	LYSMD2	15
ENSG00000252735	33196385	33196484	1	RNU6-528P	RNU6-528P	8
ENSG00000225675	53793905	53802181	1	RP4-784A16.5		1
ENSG00000108823	48241575	48253292	1	SGCA	SGCA	17
ENSG00000268834	15002707	15003616	-1	OR7A1P	OR7A1P	19
ENSG00000271162	48919707	48920418	-1	RP1-57E3.1		6
ENSG00000234156	125372194	125401964	1	RP11-64P14.7		9
ENSG00000261614	31579707	31580796	-1	YBX3P1	YBX3P1	16
ENSG00000259073	90042560	90043821	1	FOXN3-AS2	FOXN3-AS2	14
ENSG00000234199	114737146	114764879	1	AC010982.1		2
ENSG00000234117	116813460	116818262	1	RP11-259P20.1		6
ENSG00000235274	126862715	126864839	-1	RP1-107N3.1		X
ENSG00000233501	206552219	206554954	-1	SRGAP2-AS1	SRGAP2-AS1	1
ENSG00000242753	11487459	11515943	1	RP11-716O23.2		6
ENSG00000218337	49045349	49045688	-1	RP4-724P12.1		6
ENSG00000226938	53814160	53814905	-1	RP11-117D22.1		1
ENSG00000228212	37209466	37212483	1	OFD1P17	OFD1P17	5
ENSG00000273046	54410894	54429145	1	RP11-834C11.14		12
ENSG00000228054	109589450	109590104	1	RANP5	RANP5	1
ENSG00000270699	100993883	100993994	1	RP11-292K15.1		2
ENSG00000253422	157505107	157505772	-1	CTB-47B8.4		5
ENSG00000197223	68268262	68338080	-1	C1D	C1D	2
ENSG00000141750	37366789	37382125	-1	STAC2	STAC2	17
ENSG00000255198	2014960	2015510	1	SNHG9	SNHG9	16
ENSG00000223604	150296411	150296941	1	AC007394.3		2
ENSG00000261000	206677281	206677789	1	RP11-534L20.5		1
ENSG00000217089	117369833	117370001	-1	RPS29P13	RPS29P13	6
ENSG00000248174	175015811	175141549	-1	RP11-148L24.1		4
ENSG00000242493	37246277	37246581	-1	RN7SL37P	RN7SL37P	5
ENSG00000230138	53832340	53833917	-1	RP11-117D22.2		1
ENSG00000252522	90052006	90052105	1	Y_RNA		14
ENSG00000217631	49241241	49241435	1	RP1-142O9.2		6
ENSG00000260010	31612914	31614852	-1	ZNF720P1	ZNF720P1	16
ENSG00000164542	36363830	36429734	-1	KIAA0895	KIAA0895	7
ENSG00000270558	37286551	37287079	-1	CTD-2124B8.2		5
ENSG00000201027	90088262	90088551	1	RN7SKP107	RN7SKP107	14
ENSG00000234981	206702248	206703039	1	RP11-534L20.4		1
ENSG00000231969	150443710	150704747	1	AC144449.1		2
ENSG00000202313	11503742	11503904	-1	RNU1-64P	RNU1-64P	6
ENSG00000243179	114737486	114740835	1	AC110769.3		2
ENSG00000238029	101041810	101042569	1	AC012493.1		2
ENSG00000273382	109630593	109633480	-1	RP5-1065J22.8		1
ENSG00000196101	32417557	32430644	-1	HLA-DRB3	HLA-DRB3	HSCHR6_MHC_QBL
ENSG00000252655	90117137	90117247	-1	Y_RNA		14
ENSG00000251880	37327237	37327298	1	RNU7-75P	RNU7-75P	5
ENSG00000218020	11514425	11516699	1	PRKRIRP5	PRKRIRP5	6
ENSG00000250031	59337147	59339244	-1	RP11-114M5.1		8
ENSG00000188399	28555962	28566682	1	ANKRD36P1	ANKRD36P1	Y
ENSG00000252457	49312460	49312521	-1	RNU7-65P	RNU7-65P	6
ENSG00000272338	33218361	33218933	-1	RP11-722E23.2		8
ENSG00000248642	159248831	159249791	-1	OR10J2P	OR10J2P	1
ENSG00000253792	157600609	157603430	-1	CTC-436K13.5		5
ENSG00000200312	90178855	90179167	1	RN7SKP255	RN7SKP255	14
ENSG00000226783	125448212	125450651	1	TLK1P1	TLK1P1	9
ENSG00000260597	54413694	54416373	1	AC012531.25		12
ENSG00000207270	150467182	150467288	-1	RNU6-601P	RNU6-601P	2
ENSG00000250455	37377151	37378073	1	RP11-648M2.1		5
ENSG00000204637	101125739	101126077	1	AC068538.2		2
ENSG00000200248	117381845	117381962	1	RNA5SP214	RNA5SP214	6
ENSG00000250957	175056206	175075788	-1	RP11-248N22.1		4
ENSG00000232357	33342783	33344972	1	HSD17B8	HSD17B8	HSCHR6_MHC_MCF
ENSG00000259050	90203309	90204735	-1	CHORDC2P	CHORDC2P	14
ENSG00000207571	54427734	54427829	1	MIR615	MIR615	12
ENSG00000270066	109642815	109643241	1	SCARNA2	SCARNA2	1
ENSG00000254061	33293786	33294218	-1	RP11-359B20.1		8
ENSG00000215984	114747587	114747673	-1	AC110769.1		2
ENSG00000237605	206807994	206808967	-1	RP11-343H5.6		1
ENSG00000251814	117620527	117620801	1	RN7SKP18	RN7SKP18	6
ENSG00000219374	49325859	49328093	-1	EEF1A1P42	EEF1A1P42	6
ENSG00000248216	37505790	37506959	-1	RP11-648M2.2		5
