gene_id,ensembl_gene_id,hgnc_symbol,chromosome_name,start_position,end_position
21315,ENSG00000228686,,1,175986413,175987896
32086,ENSG00000262898,,17,81091900,81125376
6462,ENSG00000134057,CCNB1,5,68462837,68474072
24992,ENSG00000238261,,1,143377281,143401533
28359,ENSG00000253966,,5,170323933,170331465
18849,ENSG00000217488,,6,76320674,76321661
15292,ENSG00000187008,PKD1L3,16,71963441,72033877
27101,ENSG00000249639,,5,134786303,134794387
24107,ENSG00000236021,,1,176176784,176198466
15683,ENSG00000188850,,5,43336266,43348818
19959,ENSG00000225166,,2,216318430,216328594
19089,ENSG00000221290,MIR1182,1,231155574,231155670
30832,ENSG00000259744,,15,71141222,71142109
15315,ENSG00000187103,FUNDC2P3,6,146492451,146492983
7896,ENSG00000142731,PLK4,4,128802016,128820350
35218,ENSG00000273249,,9,136997364,137000894
18323,ENSG00000213880,RPL7AP7,6,29770972,29771768
27927,ENSG00000252498,RNU6-1016P,6,76353800,76353893
21029,ENSG00000227934,,1,231157357,231157929
3109,ENSG00000106565,TMEM176B,7,150488373,150498448
16762,ENSG00000200091,RN7SKP163,6,76364686,76365015
18971,ENSG00000219355,RPL31P52,12,120888240,120888606
25471,ENSG00000240935,PLGLA,2,106998562,107010027
28561,ENSG00000254388,DUTP2,8,124364421,124364883
10556,ENSG00000163611,SPICE1,3,113161565,113234034
21491,ENSG00000229142,HCG4P8,6,29795162,29796141
26617,ENSG00000248008,DYNLL1-AS1,12,120928131,120933743
20990,ENSG00000227815,,1,176241619,176242538
11877,ENSG00000168843,FSTL5,4,162305049,163085187
28143,ENSG00000253496,,8,16534414,16772553
23058,ENSG00000233265,MICF,6,29820140,29820268
21329,ENSG00000228716,DHFR,5,79922047,79950802
28517,ENSG00000254294,IMPDH1P6,8,124412822,124414335
31946,ENSG00000262094,,17,81168296,81175490
22217,ENSG00000231049,OR52B5P,11,5582197,5583147
23999,ENSG00000235710,,1,231319844,231323373
21715,ENSG00000229758,DYNLT3P2,2,128957475,128957769
25777,ENSG00000242276,RPL5P3,15,71355440,71356328
9172,ENSG00000153214,TMEM87B,2,112812800,112876895
24709,ENSG00000237525,,2,216397856,216578618
35142,ENSG00000273106,,2,44394764,44395998
17593,ENSG00000206341,HLA-H,6,29855350,29858259
13917,ENSG00000179899,PHC1P1,12,55804263,55808633
21158,ENSG00000228283,KATNBL1P6,6,147123495,147124960
35329,ENSG00000273473,,9,137033891,137034462
27064,ENSG00000249492,,5,43484061,43509458
30964,ENSG00000259964,,15,71439989,71481381
7829,ENSG00000142188,TMEM50B,21,34804792,34852318
22934,ENSG00000232938,,17,81174666,81188573
7617,ENSG00000140563,MCTP2,15,94774767,95023632
3786,ENSG00000112081,SRSF3,6,36562145,36573377
27581,ENSG00000250945,,4,127964585,127998917
19401,ENSG00000223729,,9,137185777,137187243
34574,ENSG00000271945,,6,77484700,77485577
33621,ENSG00000268743,,19,16954836,16957284
26126,ENSG00000243708,PLA2G4B,15,42120283,42140345
23142,ENSG00000233461,,1,231658134,231664302
5674,ENSG00000128000,ZNF780B,19,40534167,40562116
22249,ENSG00000231130,HLA-T,6,29864431,29865563
28020,ENSG00000253213,,5,170678870,170679986
21635,ENSG00000229534,HNRNPA1P53,11,5592477,5593422
32214,ENSG00000263595,RN7SL823P,19,17021303,17021594
27169,ENSG00000249855,EEF1A1P19,5,43495175,43496556
25490,ENSG00000241030,RPL29P24,12,120960467,120961246
26988,ENSG00000249258,,8,16988690,17007298
23138,ENSG00000233452,STXBP5-AS1,6,147163037,147525750
33680,ENSG00000268985,,19,17119999,17124270
4483,ENSG00000117400,MPL,1,43803478,43818443
30857,ENSG00000259781,,15,71457109,71457754
33508,ENSG00000268289,,19,17162804,17165897
27281,ENSG00000250167,,5,134895267,134970564
19423,ENSG00000223795,,9,137397318,137413288
31858,ENSG00000261737,,1,87169185,87170145
23250,ENSG00000233775,,1,32814795,32816264
1781,ENSG00000090470,PDCD7,15,65409717,65426174
18462,ENSG00000214336,FOXI3,2,88747726,88752131
24087,ENSG00000235963,MCCD1P1,6,29875560,29876422
33700,ENSG00000269066,,19,17206228,17210117
12015,ENSG00000169515,CCDC8,19,46913629,46916841
24016,ENSG00000235770,LINC00607,2,216476286,216708445
22088,ENSG00000230721,,1,87250596,87251150
30642,ENSG00000259439,,2,45147332,45166338
33454,ENSG00000268056,,19,17263398,17278861
21930,ENSG00000230309,,6,79314184,79315753
19886,ENSG00000224968,,1,177320722,177335408
19627,ENSG00000224333,GAPDHP20,1,32867710,32868716
26240,ENSG00000244113,,8,17007810,17008397
25157,ENSG00000239608,RUVBL1-AS1,3,127794653,127797899
27627,ENSG00000251045,,5,134984273,134989624
19428,ENSG00000223804,,1,143647638,143745417
22119,ENSG00000230795,HLA-K,6,29894236,29897009
30264,ENSG00000258763,,12,55828521,55979255
15003,ENSG00000185631,,2,128960935,128961349
34576,ENSG00000271948,,8,17082473,17082978
25227,ENSG00000239920,,11,5593552,5646126
18008,ENSG00000212664,,15,71633466,71634086
20906,ENSG00000227579,,1,177362423,177566844
12194,ENSG00000170396,ZNF804A,2,185463093,185804219
2863,ENSG00000105339,DENND3,8,142127377,142205907
33344,ENSG00000267734,,1,87397882,87400574
18851,ENSG00000217512,,6,79777409,79777855
21524,ENSG00000229228,LINC00582,1,231727038,231747836
33807,ENSG00000269480,,19,17317947,17318819
21397,ENSG00000228877,,9,137419028,137437090
22715,ENSG00000232381,OR52U1P,11,5740520,5741442
28321,ENSG00000253868,FER1L6-AS2,8,125058314,125183763
14249,ENSG00000182013,PNMAL1,19,46969748,46974820
34110,ENSG00000270277,,2,179413611,179415408
29303,ENSG00000256008,,12,121067908,121079394
27496,ENSG00000250696,,4,70047818,70082484
34133,ENSG00000270362,HMGN3-AS1,6,79943435,79946514
5417,ENSG00000125686,MED1,17,37560538,37607539
34294,ENSG00000271011,,2,179441830,179442349
23814,ENSG00000235251,,1,87510618,87511554
21085,ENSG00000228078,HLA-U,6,29901878,29902063
34183,ENSG00000270574,,2,179443517,179445633
31271,ENSG00000260586,,15,71634663,71640810
26292,ENSG00000244300,,3,128208055,128221191
25,ENSG00000002822,MAD1L1,7,1855429,2272878
20127,ENSG00000225568,,1,87511558,87512383
19018,ENSG00000220154,,6,79987822,79988144
28491,ENSG00000254256,,5,170792599,170794697
20566,ENSG00000226758,DISC1-IT1,1,232061580,232080979
20975,ENSG00000227766,HCG4P5,6,29909852,29910844
25325,ENSG00000240344,PPIL3,2,201735630,201754026
17952,ENSG00000211962,IGHV1-46,14,106967049,106967788
23834,ENSG00000235290,HLA-W,6,29924373,29926347
5095,ENSG00000122970,IFT81,12,110562140,110656602
26773,ENSG00000248554,,5,43511160,43521913
34390,ENSG00000271401,,2,179509444,179509906
26672,ENSG00000248240,,5,43515376,43525412
33373,ENSG00000267784,,2,179588184,179591773
17953,ENSG00000211964,IGHV3-48,14,106993814,106994346
14132,ENSG00000181109,OR52P1P,11,5747732,5748694
25335,ENSG00000240388,,5,90650295,90650751
21652,ENSG00000229590,MSX2P1,17,56234389,56235161
32757,ENSG00000266413,,2,179641653,179644690
28431,ENSG00000254126,CD8BP,2,107103824,107123396
34248,ENSG00000270850,,1,32887580,32887920
22484,ENSG00000231734,,1,143687097,143720401
21584,ENSG00000229390,MICD,6,29938578,29940241
17055,ENSG00000204011,COL5A1-AS1,9,137541231,137544689
26624,ENSG00000248092,NNT-AS1,5,43571696,43603332
1269,ENSG00000076344,RGS11,16,318300,325980
21536,ENSG00000229259,LRRC37A12P,1,32888815,32892390
25496,ENSG00000241059,,5,90651197,90651843
461,ENSG00000031544,NR2E3,15,72084977,72110600
22136,ENSG00000230838,,2,216582766,216584147
28448,ENSG00000254154,,1,177897923,178007142
24302,ENSG00000236497,,1,232863000,232878461
24962,ENSG00000238180,,2,128975162,128975646
17244,ENSG00000204625,HCG9,6,29942889,29946183
22409,ENSG00000231533,,6,80130014,80131022
22411,ENSG00000231541,RPS6P2,2,179866483,179867487
18555,ENSG00000214803,,8,125204912,125259639
8506,ENSG00000146859,TMEM140,7,134832824,134850967
29421,ENSG00000256364,,12,121134927,121137344
20969,ENSG00000227748,,6,147180317,147184217
33074,ENSG00000267272,LINC01140,1,87595448,87634881
27931,ENSG00000252561,RNU1-125P,16,3119524,3119652
14112,ENSG00000181017,OR56B2P,11,5786326,5787279
28002,ENSG00000253168,,8,17561497,17563696
18801,ENSG00000216721,,2,216669454,216669704
15327,ENSG00000187147,RNF220,1,44870866,45117396
25174,ENSG00000239686,,14,55749014,55749361
32520,ENSG00000265148,BZRAP1-AS1,17,56402811,56493127
22644,ENSG00000232175,,1,233052981,233053764
27740,ENSG00000251356,RAB5CP2,5,90772199,90772835
31999,ENSG00000262370,,16,3126912,3137101
30108,ENSG00000258469,CHMP4BP1,14,55765362,55765949
20993,ENSG00000227824,,2,216734646,216735241
28347,ENSG00000253944,,8,17658854,17718578
14579,ENSG00000183629,GOLGA8G,15,28764757,28778160
9863,ENSG00000159596,TMEM69,1,46152886,46160115
2509,ENSG00000102904,TSNAXIP1,16,67840668,67866051
27142,ENSG00000249763,,4,70108346,70116533
24725,ENSG00000237576,,2,69059176,69064856
24306,ENSG00000236502,SIX3-AS1,2,45167293,45169012
15991,ENSG00000196634,,6,147480061,147502128
20066,ENSG00000225420,,2,88838238,88875128
22556,ENSG00000231940,RPS7P3,1,233424614,233425193
7270,ENSG00000138326,RPS24,10,79793518,79816570
24491,ENSG00000236965,OR52N3P,11,5821594,5822690
28028,ENSG00000253227,,8,125283924,125289825
19651,ENSG00000224409,,1,33183335,33190838
24905,ENSG00000238024,DDX39BP2,6,29960986,29961382
24686,ENSG00000237477,,2,180138558,180150434
19948,ENSG00000225135,,6,147708800,147711601
20930,ENSG00000227653,ISCA1P6,2,129276362,129276751
108,ENSG00000006025,OSBPL7,17,45884738,45899200
20391,ENSG00000226276,,2,216804031,216806442
24730,ENSG00000237586,,8,125313556,125314045
28226,ENSG00000253671,,8,17666450,17678377
22942,ENSG00000232970,POLHP1,2,217021065,217021534
31929,ENSG00000261970,,6,80262511,80262877
18857,ENSG00000217644,,1,33445543,33446073
28436,ENSG00000254133,,5,70511133,70512314
27935,ENSG00000252621,,10,37591928,37592037
27804,ENSG00000251508,,1,233431071,233431473
24292,ENSG00000236478,,2,217039619,217040755
22003,ENSG00000230510,PPP5D1,19,46984053,47104457
29477,ENSG00000256569,,12,121159310,121161442
34588,ENSG00000271975,,8,125318430,125320617
19034,ENSG00000220494,YAP1P1,6,147728025,147729417
34664,ENSG00000272137,,6,80270849,80271319
3672,ENSG00000111335,OAS2,12,113416200,113449528
23991,ENSG00000235687,LINC00993,10,37598113,37635959
31379,ENSG00000260804,,2,217081768,217084915
35302,ENSG00000273407,,7,99364166,99364515
23861,ENSG00000235357,,6,80513300,80516942
7442,ENSG00000139364,TMEM132B,12,125671382,126146917
26997,ENSG00000249286,,5,43587020,43588325
21709,ENSG00000229740,,2,8279532,8283399
26428,ENSG00000245149,RNF139-AS1,8,125474726,125486817
27363,ENSG00000250378,,5,135148356,135162271
17954,ENSG00000211965,IGHV3-49,14,107012938,107013477
28482,ENSG00000254239,,5,135233326,135235939
28383,ENSG00000254012,,5,170793303,170793615
21179,ENSG00000228329,,2,69059948,69064324
3775,ENSG00000112029,FBXO5,6,153291664,153304714
19069,ENSG00000220918,,6,80564401,80565349
20522,ENSG00000226637,,1,143719663,143721171
29009,ENSG00000255266,,11,57637794,57638043
23500,ENSG00000234453,,1,234086184,234086853
22232,ENSG00000231092,,2,217124318,217130853
28340,ENSG00000253927,,5,135236042,135253850
17242,ENSG00000204623,ZNRD1-AS1,6,29968788,30029417
19955,ENSG00000225156,,2,45181803,45195901
17955,ENSG00000211966,IGHV5-51,14,107034729,107035221
24137,ENSG00000236101,RAC1P7,1,234162597,234162973
25169,ENSG00000239670,,1,33452553,33453834
25248,ENSG00000240007,,1,143719704,143721519
28022,ENSG00000253215,,8,17739552,17740170
34059,ENSG00000270123,VTRNA2-1,5,135416160,135416286
20795,ENSG00000227290,,1,87819207,87837338
23181,ENSG00000233581,,2,217168048,217186460
5445,ENSG00000125817,CENPB,20,3764498,3767337
23087,ENSG00000233332,,1,234348352,234350834
27368,ENSG00000250387,,5,70647682,70742169
15719,ENSG00000189007,ADAT2,6,143743969,143771810
19393,ENSG00000223715,,3,176321931,176353320
24751,ENSG00000237640,,7,99527015,99546243
28404,ENSG00000254054,,8,17763265,17765396
19899,ENSG00000224993,RPL29P12,5,43666867,43667334
22398,ENSG00000231505,,2,107138359,107154535
15908,ENSG00000196369,SRGAP2B,1,143913615,144094424
29122,ENSG00000255481,OR56A7P,11,6067037,6067977
15796,ENSG00000189377,CXCL17,19,42932440,42947200
29275,ENSG00000255946,,12,121178273,121199395
27841,ENSG00000251606,,5,96424779,96519354
28024,ENSG00000253218,KLF3P1,5,171681422,171682443
22366,ENSG00000231435,,2,8683722,8715631
32102,ENSG00000262980,OR52L2P,11,6078546,6079505
24125,ENSG00000236065,,1,33452676,33498070
10640,ENSG00000163864,NMNAT3,3,139279022,139396859
10875,ENSG00000164621,SMAD5-AS1,5,135465196,135470579
18905,ENSG00000218418,,6,80774003,80779916
23731,ENSG00000235042,,2,217250011,217277419
19591,ENSG00000224235,,1,88365592,88371397
23672,ENSG00000234895,OR52X1P,11,6088103,6089016
22642,ENSG00000232166,,1,234420718,234421287
22525,ENSG00000231848,,2,45223552,45224012
17687,ENSG00000207242,RNU6-1065P,17,10761216,10761321
34055,ENSG00000270115,,1,33726813,33727281
24102,ENSG00000236008,,2,8699963,8723922
26405,ENSG00000244753,RPL15P21,17,10763852,10764779
12449,ENSG00000171560,FGA,4,155504278,155511918
18841,ENSG00000217377,AK4P5,6,80787446,80788079
335,ENSG00000015475,BID,22,18216906,18257536
6332,ENSG00000132964,CDK8,13,26828276,26979375
18456,ENSG00000214313,AZGP1P1,7,99578385,99585158
4097,ENSG00000114686,MRPL3,3,131181056,131221827
22754,ENSG00000232485,,2,217343753,217363484
31122,ENSG00000260286,C6orf229,6,24797549,24799117
29341,ENSG00000256142,,1,33764975,33766320
28592,ENSG00000254444,,11,6129365,6206806
22256,ENSG00000231156,,2,45240353,45240807
16220,ENSG00000197429,IPP,1,46159996,46216322
8350,ENSG00000145721,LIX1,5,96427574,96478576
16326,ENSG00000197782,ZNF780A,19,40575059,40596845
34661,ENSG00000272129,,6,81065141,81066576
34521,ENSG00000271824,,5,135527156,135528822
20019,ENSG00000225313,,1,33772967,33791644
25130,ENSG00000239504,RN7SL583P,1,88943514,88943797
32449,ENSG00000264727,,17,11191522,11194128
18088,ENSG00000213137,ARF1P2,12,121282913,121283450
26734,ENSG00000248464,FGF10-AS1,5,44388834,44414091
32718,ENSG00000266239,MIR3605,1,33797994,33798093
34452,ENSG00000271644,,1,144043972,144044082
26435,ENSG00000245281,,8,17942377,17953903
25600,ENSG00000241520,,2,217347755,217351919
18426,ENSG00000214199,EEF1A1P12,2,107313787,107315132
32236,ENSG00000263684,,17,11778249,11779145
19190,ENSG00000222112,RN7SKP16,1,33802167,33802465
22322,ENSG00000231313,CLIC1P1,12,121352203,121352926
28952,ENSG00000255146,,11,57811582,57827610
32745,ENSG00000266368,,17,11857206,11880911
24238,ENSG00000236358,,1,234492752,234501574
24700,ENSG00000237505,,1,89003196,89150887
23051,ENSG00000233246,,1,33815953,33828846
14321,ENSG00000182359,KBTBD3,11,105921825,105948492
22320,ENSG00000231310,TBL1XR1-AS1,3,176762649,176765711
23318,ENSG00000233967,,6,81153061,81175644
25527,ENSG00000241185,RPL21P122,17,11901670,11924825
17364,ENSG00000205054,LINC01121,2,45392009,45550434
22705,ENSG00000232355,,9,137760082,137760321
26664,ENSG00000248211,TRPC7-AS1,5,135549736,135557847
22454,ENSG00000231663,,1,234508553,234509339
20210,ENSG00000225794,,2,217469494,217475925
16957,ENSG00000203645,LINC00501,3,177012230,177041206
23981,ENSG00000235664,,7,22928990,22980809
24988,ENSG00000238250,ST6GAL2-IT1,2,107439379,107441487
18653,ENSG00000215223,CYP51A1P3,6,148799829,148801899
24063,ENSG00000235907,,1,33977608,33978343
19240,ENSG00000223007,RN7SKP73,5,5126159,5126450
13552,ENSG00000177692,DNAJC28,21,34860497,34864027
22500,ENSG00000231768,,1,234663637,234667525
24255,ENSG00000236403,,9,137828997,137835041
27447,ENSG00000250579,,5,5132893,5140167
23875,ENSG00000235398,LINC00623,1,144275918,144341756
2993,ENSG00000105875,WDR91,7,134868590,134896316
20798,ENSG00000227294,,2,107450920,107457663
31304,ENSG00000260645,,6,81176675,81178797
29393,ENSG00000256287,,12,20167714,20251802
25701,ENSG00000241975,TCEB1P19,1,89294785,89295102
18730,ENSG00000215712,TMEM242,6,157710418,157744633
29454,ENSG00000256499,,12,20273914,20282747
18972,ENSG00000219361,,6,81179788,81180145
21574,ENSG00000229360,PPP1R2P5,2,107557336,107557938
4807,ENSG00000120278,PLEKHG1,6,150920999,151164799
21038,ENSG00000227958,,9,138096568,138129443
22663,ENSG00000232228,,2,69821873,69822190
29572,ENSG00000256879,,12,20514666,20523196
23843,ENSG00000235308,,1,89389053,89389527
30160,ENSG00000258572,,14,95982473,95984248
24001,ENSG00000235713,,7,99590020,99590673
26968,ENSG00000249203,,5,44495720,44510384
18223,ENSG00000213568,HNRNPA1P13,5,135764581,135765543
21787,ENSG00000229948,,2,69824485,69826083
21379,ENSG00000228830,,1,234742754,234745229
23307,ENSG00000233936,,9,138137542,138144554
22229,ENSG00000231083,,2,8741022,8763072
23528,ENSG00000234518,PTGES3P1,1,89569968,89570450
1530,ENSG00000084070,SMAP2,1,40810522,40888998
19875,ENSG00000224939,LINC00184,1,234765057,234770526
32228,ENSG00000263648,,17,12018864,12019202
4117,ENSG00000114850,SSR3,3,156257929,156272973
29923,ENSG00000257943,,12,95801711,95830604
24220,ENSG00000236311,TLX1NB,10,102849078,102890883
4482,ENSG00000117399,CDC20,1,43824626,43828874
15651,ENSG00000188738,FSIP2,2,186603355,186698017
4647,ENSG00000119041,GTF3C3,2,197627756,197664449
29513,ENSG00000256663,,12,20704524,20705946
31003,ENSG00000260037,,15,72110737,72115725
14348,ENSG00000182512,GLRX5,14,95999840,96011061
34774,ENSG00000272362,,1,234780412,234783317
27552,ENSG00000250866,,5,5142251,5176327
13803,ENSG00000179136,LINC00670,17,12453099,12546171
17241,ENSG00000204622,HLA-J,6,29974360,29977733
21610,ENSG00000229457,,2,107871147,107982329
21069,ENSG00000228044,,1,234782035,234818922
5315,ENSG00000124762,CDKN1A,6,36644305,36655116
29308,ENSG00000256021,TCEB1P31,12,21600479,21601248
24721,ENSG00000237568,,1,89726265,89735437
28095,ENSG00000253384,,8,17946078,17947196
27654,ENSG00000251141,,5,44745002,44808879
20933,ENSG00000227660,,6,149276764,149285820
33747,ENSG00000269259,,10,102882536,102883624
17714,ENSG00000207547,MIR25,7,99691183,99691266
20328,ENSG00000226089,,6,82236819,82244632
12585,ENSG00000172201,ID4,6,19837617,19840915
19765,ENSG00000224682,SOCS5P2,9,138339292,138342000
27154,ENSG00000249803,,5,135802366,135855987
29496,ENSG00000256615,,12,21815247,21912966
24343,ENSG00000236591,,6,149348836,149353709
29181,ENSG00000255644,,12,21912914,21919639
8094,ENSG00000143839,REN,1,204123944,204135465
25591,ENSG00000241475,,1,234796017,234802850
31803,ENSG00000261632,,15,72264547,72332606
20134,ENSG00000225588,,2,107978738,108023785
12666,ENSG00000172638,EFEMP2,11,65633912,65641063
5687,ENSG00000128203,ASPHD2,22,26825239,26840981
22053,ENSG00000230628,,1,234805269,234831900
29614,ENSG00000257022,,12,21980144,22040891
25896,ENSG00000242798,,7,99712837,99724762
18985,ENSG00000219487,,6,149433145,149433808
31264,ENSG00000260576,,15,72333535,72333994
3234,ENSG00000107807,TLX1,10,102889257,102897545
19511,ENSG00000224037,,1,234845135,234855723
25080,ENSG00000239269,RPSAP4,14,95192625,95193512
7225,ENSG00000138079,SLC3A1,2,44502599,44548633
26364,ENSG00000244593,,8,18240784,18241427
18408,ENSG00000214142,RPL7P60,7,99737252,99738305
23755,ENSG00000235092,,2,8806766,8821993
26089,ENSG00000243568,,15,72426982,72427777
20922,ENSG00000227630,LINC01132,1,234859789,234867390
27322,ENSG00000250284,,5,136070616,136090375
20790,ENSG00000227274,,17,12575179,12609452
22207,ENSG00000231024,,2,69927324,69940979
25466,ENSG00000240914,RPL15P2,14,95267186,95267800
3771,ENSG00000111913,FAM65B,6,24797601,25042238
19900,ENSG00000224995,,6,82523003,82523874
21207,ENSG00000228408,,6,149539062,149565208
34220,ENSG00000270723,,2,70100697,70100951
30349,ENSG00000258933,,14,95426614,95429313
20037,ENSG00000225361,PPP1R26-AS1,9,138354573,138372623
32706,ENSG00000266154,MIR4658,7,99754228,99754292
20458,ENSG00000226453,,6,82554902,82643197
31063,ENSG00000260173,,15,72432845,72447800
24845,ENSG00000237880,,2,108002088,108159105
8743,ENSG00000149313,AASDHPPT,11,105946228,105969437
25022,ENSG00000238465,,2,70139827,70139931
23894,ENSG00000235444,PSMB3P2,2,217475065,217475682
5304,ENSG00000124678,TCP11,6,35085848,35116387
34456,ENSG00000271654,,8,18244618,18245287
31719,ENSG00000261460,,15,72571208,72644135
26748,ENSG00000248491,,4,128018046,128391724
24874,ENSG00000237964,,2,180264455,180265602
18121,ENSG00000213231,TCL1B,14,96152754,96158980
24898,ENSG00000238005,,1,235093089,235105809
22866,ENSG00000232757,ETF1P1,6,29999490,30000780
25758,ENSG00000242193,,1,177975271,178007085
15342,ENSG00000187229,,8,18578415,18591915
2362,ENSG00000101224,CDC25B,20,3767578,3786762
25612,ENSG00000241556,,12,95861173,95861637
31342,ENSG00000260729,,15,72577068,72668322
26403,ENSG00000244748,RN7SL153P,5,71610226,71610515
20258,ENSG00000225924,,6,149564435,149565137
262,ENSG00000011028,MRC2,17,60704762,60770958
18768,ENSG00000215874,CAPNS1P1,1,89859592,89860224
11307,ENSG00000166478,ZNF143,11,9481866,9550071
20550,ENSG00000226706,,9,138395119,138398293
19716,ENSG00000224568,,2,108145943,108172782
23998,ENSG00000235706,DICER1-AS1,14,95623982,95646263
24459,ENSG00000236886,,2,217559187,217858802
14373,ENSG00000182631,RXFP3,5,33936491,33939023
29232,ENSG00000255811,,1,35227027,35253698
1380,ENSG00000079385,CEACAM1,19,43011456,43065386
16644,ENSG00000198812,LRRC10,12,70002351,70004942
22287,ENSG00000231226,TRIM31-AS1,6,30073017,30082501
5081,ENSG00000122861,PLAU,10,75668935,75677255
24862,ENSG00000237930,,2,217650497,217650867
18989,ENSG00000219553,,6,149812703,149813425
34100,ENSG00000270237,,5,137081340,137081840
7242,ENSG00000138136,LBX1,10,102986733,102989551
26206,ENSG00000244018,RPL35P6,8,18632057,18632428
27970,ENSG00000253106,,8,125500751,125503884
22219,ENSG00000231054,,2,45395722,45396553
21876,ENSG00000230163,,1,35316295,35317156
17534,ENSG00000205882,DEFB134,8,11850692,11853821
25136,ENSG00000239521,,7,99798276,99869837
34213,ENSG00000270697,,5,137097235,137097625
20764,ENSG00000227215,,6,83642320,83648396
24627,ENSG00000237339,,9,138466781,138478958
34831,ENSG00000272486,,8,125591872,125592889
23287,ENSG00000233892,PAIP1P1,6,30154575,30156391
19998,ENSG00000225258,,2,181436439,181557181
26208,ENSG00000244021,,4,128733873,128734355
20094,ENSG00000225492,GBP1P1,1,89873238,89891802
31147,ENSG00000260339,HEXA-AS1,15,72668454,72671129
136,ENSG00000006606,CCL26,7,75398851,75419214
29125,ENSG00000255491,,8,125823860,125827924
20499,ENSG00000226564,FTH1P20,2,181737594,181738141
24699,ENSG00000237502,,6,149896601,149897260
25946,ENSG00000243007,,15,72671556,72672051
25487,ENSG00000241014,,1,35439957,35450914
29961,ENSG00000258082,,1,235115394,235116551
19012,ENSG00000219951,,6,84102135,84103128
34192,ENSG00000270604,HCG17,6,30201816,30293911
23346,ENSG00000234028,,2,88927057,88931339
23086,ENSG00000233330,,6,149912891,149913799
28917,ENSG00000255080,,8,125847126,125869758
6976,ENSG00000136854,STXBP1,9,130374544,130457460
20401,ENSG00000226306,NPY6R,5,137136882,137146440
24159,ENSG00000236153,,2,181844154,181844817
3814,ENSG00000112237,CCNC,6,99990256,100016849
19767,ENSG00000224687,RASAL2-AS1,1,178060643,178063119
21571,ENSG00000229352,,2,217664331,217670058
31824,ENSG00000261668,,4,128761353,128765195
24483,ENSG00000236943,,1,144456138,144521970
19064,ENSG00000220848,RPS18P9,6,149915220,149915679
22841,ENSG00000232696,,2,46305154,46305967
35305,ENSG00000273416,,1,235267495,235267924
22330,ENSG00000231336,,2,46393928,46395117
27824,ENSG00000251568,ALG3P1,5,5375836,5376949
28930,ENSG00000255098,,8,11870545,11873043
17678,ENSG00000207181,SNORA14B,1,235291118,235291252
34184,ENSG00000270575,,1,178163477,178163844
25106,ENSG00000239405,TMED10P2,3,128256863,128257474
16876,ENSG00000202343,,6,149915761,149915895
27157,ENSG00000249816,LINC00964,8,125860979,125966570
22837,ENSG00000232686,ARID4B-IT1,1,235333435,235334206
24290,ENSG00000236475,TRIM26BP,6,30206078,30210056
18056,ENSG00000213058,,1,178380751,178381107
34309,ENSG00000271072,,15,72742998,72743815
18979,ENSG00000219433,,6,150115899,150116882
12584,ENSG00000172197,MBOAT1,6,20100935,20212670
31577,ENSG00000261187,,15,72757469,72758603
27236,ENSG00000250049,,5,91378414,91815133
25840,ENSG00000242551,POU5F1P6,3,128393578,128395848
16981,ENSG00000203727,SAMD5,6,147830063,148058683
24450,ENSG00000236863,RPL23AP23,1,235459180,235459650
26716,ENSG00000248394,FOSL1P1,4,129076544,129077359
31455,ENSG00000260938,,1,178449742,178450341
15497,ENSG00000188037,CLCN1,7,143013219,143049176
28171,ENSG00000253557,,8,18942502,19116979
15620,ENSG00000188620,HMX3,10,124895478,124897257
22496,ENSG00000231760,,6,150117711,150119308
26841,ENSG00000248779,,5,44753051,44765846
15612,ENSG00000188585,LINC00083,1,178465031,178468769
23584,ENSG00000234663,,2,181966659,182264286
35157,ENSG00000273132,,6,150173598,150174328
26828,ENSG00000248729,,5,5395491,5396070
21091,ENSG00000228100,,2,46619436,46621306
16828,ENSG00000201347,RNA5SP69,1,178530048,178530164
31247,ENSG00000260534,,15,72882032,72884186
24324,ENSG00000236543,,9,138506142,138507354
27774,ENSG00000251432,,4,129213906,129440549
9267,ENSG00000154162,CDH12,5,21750782,22853731
35291,ENSG00000273384,,1,178620841,178621417
419,ENSG00000025423,HSD17B6,12,57145945,57181574
21040,ENSG00000227962,,1,235500121,235500402
33581,ENSG00000268592,,6,150183733,150240643
31052,ENSG00000260144,,15,72897524,72904667
25129,ENSG00000239503,MARK2P8,3,128467381,128468332
26141,ENSG00000243753,HLA-L,6,30227361,30260791
12121,ENSG00000170049,KCNAB3,17,7825177,7833121
21185,ENSG00000228348,EFCAB14P1,1,35587623,35588085
21312,ENSG00000228679,,6,84693447,84717042
16771,ENSG00000200204,RNU1-22P,16,3136144,3136301
22067,ENSG00000230658,KLHL7-AS1,7,23140847,23145322
27536,ENSG00000250808,,5,5396085,5396448
34762,ENSG00000272335,,5,44826178,44828694
35119,ENSG00000273062,,1,178693441,178695420
21822,ENSG00000230026,,1,235524468,235525855
25941,ENSG00000242992,FTH1P4,3,128483309,128483861
18864,ENSG00000217733,CCT7P1,6,150201098,150202708
32109,ENSG00000263011,,16,3156765,3159577
34978,ENSG00000272787,,22,24311400,24312062
21125,ENSG00000228196,PTPN2P1,1,178715818,178716889
30859,ENSG00000259783,,15,72900828,72929260
24917,ENSG00000238058,,9,138799658,138805359
27399,ENSG00000250470,,22,24319095,24319776
15672,ENSG00000188816,HMX2,10,124907638,124910188
